id,unix_timestamp_ms,side,price,quantity
10542992,1759300086095,sell,1.587100,10.000000
10542993,1759300086095,sell,1.587000,183.700000
10542994,1759300086165,sell,1.587100,5285.900000
10542995,1759300086199,sell,1.587000,20.000000
10542996,1759300086199,sell,1.586900,464.490000
10542997,1759300086199,sell,1.586800,641.590000
10542998,1759300086199,sell,1.586700,1600.000000
10542999,1759300086199,sell,1.586500,493.910000
10543000,1759300086200,sell,1.586400,1013.270000
10543001,1759300086546,buy,1.586400,50.000000
10543002,1759300086832,buy,1.586500,1974.160000
10543003,1759300086832,buy,1.586600,5.200000
10543004,1759300087720,sell,1.586500,163.900000
10543005,1759300087757,buy,1.586350,3646.860000
10543006,1759300087759,buy,1.586400,34.660000
10543007,1759300087821,sell,1.586300,2297.050000
10543008,1759300087823,sell,1.586200,30.130000
10543009,1759300087823,sell,1.586100,15.000000
10543010,1759300088218,sell,1.585600,42.820000
10543011,1759300088218,sell,1.585500,30.130000
10543012,1759300088218,sell,1.585400,37.820000
10543013,1759300088218,sell,1.585300,204.230000
10543014,1759300088251,buy,1.585500,33.050000
10543015,1759300088371,buy,1.585500,17.690000
10543016,1759300088371,buy,1.585600,851.710000
10543017,1759300088577,sell,1.585600,630.670000
10543018,1759300088577,sell,1.585500,3363.390000
10543019,1759300088825,sell,1.585500,6.300000
10543020,1759300089006,buy,1.585400,30.000000
10543021,1759300089026,sell,1.585300,34.660000
10543022,1759300089554,sell,1.585350,5929.230000
10543023,1759300090284,sell,1.585300,1443.300000
10543024,1759300090543,buy,1.585400,218.150000
10543025,1759300090663,sell,1.585300,462.000000
10543026,1759300090792,sell,1.585300,372.830000
10543027,1759300090962,sell,1.585300,63.070000
10543028,1759300090993,buy,1.585400,406.940000
10543029,1759300091096,buy,1.585400,1040.000000
10543030,1759300091240,sell,1.585300,1955.720000
10543031,1759300091320,buy,1.585400,8.000000
10543032,1759300091717,buy,1.585500,40.570000
10543033,1759300091717,buy,1.585600,3059.960000
10543034,1759300092352,sell,1.585300,3349.590000
10543035,1759300092414,sell,1.585200,30.000000
10543036,1759300092416,sell,1.585100,258.350000
10543037,1759300092419,sell,1.585000,14.300000
10543038,1759300092419,sell,1.584900,35.260000
